tweet:text,tweet:id,account:id,account:name,account:created_at,account:verified,tweet:retweets_count,tweet:favorites_count,account:followers_count,account:friends_count,account:listed_count,account:user_favorites,account:user_statuses,account:default_profile,account:default_profile_image,tweet:datetime,tweet:is_reply,tweet:is_quote
"Está cagado cuando mi psicólogo usa la frase ""suponiendo que tuvieras novio"" porque pues ForeverAlone.",9.0524E+17,44030084,isjatzobtw,Tue Jun 02 01:46:59 +0000 2009,0,0,0,493,1057,4,8252,30166,0,0,2017-09-06 01:24:08+00:00,0,0
ya saber cosas de la caricatura más tonta del mundo solo porque a tus amigos les gusta 👸👸👸,9.09984E+17,499482852,gabysillaa,Wed Feb 22 05:05:31 +0000 2012,0,0,0,673,1374,1,90,3896,0,0,2017-09-19 03:34:57+00:00,0,0
Gio Dos Santos dejó bien ardida a Belinda.,9.08058E+17,130431751,UnCocol,Wed Apr 07 08:10:45 +0000 2010,0,0,0,225,905,2,1460,21382,0,0,2017-09-13 20:00:25+00:00,0,0
" @USUARIO Hoy quedan fuera putos argentinos, claro si esque no les ayuda el árbitro como siempre, partidos localistas y bien descarados!!! A la verga",9.16031E+17,293142872,peluiscuellar,Wed May 04 20:47:15 +0000 2011,0,0,1,44,541,0,1849,1397,1,0,2017-10-05 20:02:54+00:00,1,0
Vivo a la expectativa de que la vida les cobre sus acciones de mierda a los putos rateros.,9.15738E+17,241579749,cecivdl,Sat Jan 22 16:26:05 +0000 2011,0,0,1,287,1054,2,23510,17165,0,0,2017-10-05 00:36:59+00:00,0,0
Adivinen quien está bien pendeja y olvidó su ipad para este viaje???,9.23524E+17,118949240,MaRilU_RP91,Tue Mar 02 05:49:19 +0000 2010,0,0,4,318,335,5,2487,6158,0,0,2017-10-26 12:16:46+00:00,0,0
"Deja de estar de marica, tu foto la subo el viernes antes del partido como neymar jr:3",9.1751E+17,183748682,SauulHdz,Fri Aug 27 20:11:07 +0000 2010,0,0,0,186,152,0,3053,7336,1,0,2017-10-09 21:59:36+00:00,1,0
"Que batallosas son las mujeres bonitas, pero ni pedo las feas no me gusta",9.08474E+17,108400700,Edgar_Gonzalezz,Mon Jan 25 20:47:51 +0000 2010,0,0,2,411,226,2,273,1748,0,0,2017-09-14 23:34:00+00:00,0,0
"Cuando son las campañas ??? Por qué pala Verga, está a todo lo que da la política.😒",9.05271E+17,356211236,chan_rol,Tue Aug 16 14:21:22 +0000 2011,0,0,4,4231,1804,16,5776,14616,0,0,2017-09-06 03:24:54+00:00,0,0
"Gracias por 2017, @USUARIO Ni hablar, mujer: @USUARIO trae puñal. Nos vemos en abril.",9.175E+17,429138639,BernardoMasini,Mon Dec 05 16:17:25 +0000 2011,1,0,2,3598,1476,49,36133,22680,0,0,2017-10-09 21:19:09+00:00,0,0
Despues asientos arcoiris para la comunidad LGBT. Puras putas pendejadas ,9.15748E+17,592915564,GerardLuG,Mon May 28 17:34:27 +0000 2012,0,0,0,2398,2621,10,5735,29083,0,0,2017-10-05 01:20:02+00:00,0,0
 @USUARIO @USUARIO metelas cabron.,1.2328E+18,166464326,EduLedesmaMx,Wed Jul 14 06:09:10 +0000 2010,0,0,0,964,1055,0,3069,21389,0,0,2020-02-26 22:36:52+00:00,1,0
Para que aprendas pinche bastardo de @USUARIO ojalá así agarraras a la zopilota pinche joto,9.19165E+17,185642016,licmoisesgg,Wed Sep 01 13:51:47 +0000 2010,0,0,2,3020,3297,14,32264,32853,1,0,2017-10-14 11:36:17+00:00,1,0
Me cagan los vatos que hacen directos para denotar cuando ardidos están :3 #Putos,9.1718E+17,2339521070,Leiinad19,Wed Feb 12 01:12:47 +0000 2014,0,2,16,2608,201,2,1845,3275,0,0,2017-10-09 00:09:52+00:00,0,0
" @USUARIO @USUARIO Te repito, no te sientas inferior por tener primaria trunca wilo maricón. Dicen: ódiame más, los odias y andan de PUTOS. Haha y montoneros.😂",9.19386E+17,252805587,JimFragoso,Tue Feb 15 23:23:46 +0000 2011,0,0,0,358,307,25,2667,20969,1,0,2017-10-15 02:13:49+00:00,1,0
"la verdad que putas hace Salcedo en la selección, ahora entiendo porque calienta banca en Italia.",9.16501E+17,1156021411,jojolyto,Thu Feb 07 04:33:44 +0000 2013,0,0,0,132,445,8,2848,5257,1,0,2017-10-07 03:10:09+00:00,1,0
Es un hijo de puta sigue subiendo la puta gasolina y todo va para arriba la canasta básica que poca madre tiene este puñal,9.20821E+17,8.86092E+17,Bernard43413891,Sat Jul 15 05:17:49 +0000 2017,0,0,2,18,139,0,2416,2196,1,0,2017-10-19 01:15:48+00:00,1,0
Los inesperados beneficios de ser madre tardía,1.05513E+18,241920746,Sur1eth,Sun Jan 23 13:38:25 +0000 2011,0,0,0,1991,1114,112,10963,90680,0,0,2018-10-24 16:18:18+00:00,0,0
"Osecac sos la cara de la verga, hijos de la gran puta, forros",9.05458E+17,253859051,KimiZubimendi,Fri Feb 18 03:21:33 +0000 2011,0,0,0,1113,566,2,19517,32415,0,0,2017-09-06 15:51:07+00:00,0,0
El viernes es el cumple de mi tia la gorda,9.34101E+17,2499021150,fehoottuv,Fri May 16 14:30:07 +0000 2014,0,0,0,5,0,0,0,15951,1,0,2017-11-24 16:45:01+00:00,0,0
no la vayan a cargar y por su culpa entren los PUTOS gringos al mundial,9.17931E+17,202961555,JCCaiBlankiazul,Fri Oct 15 06:03:36 +0000 2010,0,0,0,602,2425,6,687,6460,0,0,2017-10-11 01:54:44+00:00,1,0
Ja ja ja se fueron a chingar a su madre putos. La maldición del #Noerapenal seguirá por siempre,9.17868E+17,2904111103,gera_gtz92,Wed Nov 19 02:40:01 +0000 2014,0,0,0,134,507,1,31868,12234,0,0,2017-10-10 21:41:39+00:00,1,0
"Los únicos que ubicamos a Eva Perón en clase fuimos los gais por Madonna, luego dicen que no debería expandirse el Imperio gay 🤷🏻‍♂️",9.05779E+17,944961968,iameugine,Tue Nov 13 01:33:08 +0000 2012,0,0,10,1931,783,9,96396,19427,0,0,2017-09-07 13:07:01+00:00,0,0
"En serio, que puto coraje ver a Silva en la banca Montella 😡 @USUARIO  @USUARIO",9.27282E+17,153954269,GaboGman,Thu Jun 10 00:27:53 +0000 2010,0,0,0,1116,927,14,56456,54849,0,0,2017-11-05 21:09:45+00:00,0,0
Desde Tabasco a ritmo de cumbia para entonar “Qué Te Sucedió”,9.09937E+17,305074832,SAPSGrupero,Wed May 25 16:04:00 +0000 2011,0,2,5,28098,1823,54,125849,96696,0,0,2017-09-19 00:28:11+00:00,0,0
"Estan mame y mame que quieren a alguien que las quiera bonito, les llega y lo tratan como cagada, asi no se putas puede.",9.1526E+17,266129991,DLomind,Mon Mar 14 18:23:48 +0000 2011,0,0,1,2564,4160,14,231831,5137,1,0,2017-10-03 17:00:53+00:00,0,0
"Prócer el que mata, santo el que no goza, macho el que no siente, marica el que llora, discreto el que no se ríe, decente el que no baila!",1.21858E+18,722650814,Pandelojuan,Sat Jul 28 18:49:22 +0000 2012,0,0,2,655,484,2,3740,21078,1,0,2020-01-18 17:17:19+00:00,0,0
"Primera parada (La Sirena Gorda, San Miguel - in San Miguel de Allende, Gto)",9.09205E+17,165922265,marcelplatano,Mon Jul 12 22:06:39 +0000 2010,0,0,0,736,507,2,4291,5345,0,0,2017-09-16 23:59:53+00:00,0,0
"Y el que dispara por la espalda al despachador, que solo está haciendo su trabajo, que no debe nada, es de ser un hijo de su putísima madre.",9.05296E+17,274122477,beto_ortiz88,Tue Mar 29 19:35:11 +0000 2011,0,0,0,137,424,8,34046,28916,0,0,2017-09-06 05:04:34+00:00,1,0
"Quiero dormir, pero también quiero ver esta película que sé me hará llorar. Porque uno de repente amanece así, joto.",9.18316E+17,283657313,karench_fail,Sun Apr 17 18:57:58 +0000 2011,0,0,1,315,221,3,4279,26883,0,0,2017-10-12 03:23:26+00:00,0,0
Ya me tiene hasta la verga la puta voz de badabun con todas sus putas cosas escalofriantes.,9.17536E+17,7.83493E+17,ProfesorMala,Wed Oct 05 02:22:33 +0000 2016,0,0,2,71,62,0,2,31,1,0,2017-10-09 23:43:22+00:00,0,0
Se le arrugó al maricon del chicharo!! Pecho frió joto !!! No puedes andar pidiendo permisos ante estos juegos !!,9.1781E+17,2602438225,charly_ajr,Thu Jul 03 23:29:34 +0000 2014,0,0,0,24,241,0,864,700,1,0,2017-10-10 17:52:41+00:00,1,0
jajajaja que bueno que no tengo celular ya les hubiera dicho que no esten mamando,9.27736E+17,70035118,ArreBorreguito,Sun Aug 30 03:14:55 +0000 2009,0,0,1,650,935,0,17863,27701,0,0,2017-11-07 03:15:00+00:00,1,0
@USUARIO @USUARIO es porque es una lesbiana machorra :v,9.04868E+17,2174981600,M4gikarpLov3r,Mon Nov 04 23:57:13 +0000 2013,0,0,0,24,180,0,428,1775,0,0,2017-09-05 00:46:25+00:00,1,0
"Mira ahi derechito esta la verga, sobres, con cuidado",9.05252E+17,2697276086,isaacescuderoo,Fri Aug 01 04:09:03 +0000 2014,0,0,0,754,328,3,11225,22965,0,0,2017-09-06 02:10:31+00:00,0,0
Que no van al mundial? @USUARIO pinches gringos puñeteros! díganle al marica de Trump que México 🇲🇽 le manda saludos eeeeeee PUTOOOO!!!,9.17933E+17,51515769,Cursi_Gonzalez,Sat Jun 27 18:34:17 +0000 2009,0,0,0,296,2409,6,7365,13059,1,0,2017-10-11 02:01:01+00:00,0,0
"Amo a Hector Jiménez Esquivel! Casi no salgo con el joto ese, me falta conocerlo más y el a mi! Pero sé! Yo sé que nos amamos!",9.17608E+17,348479001,Rochaomar19,Thu Aug 04 14:09:44 +0000 2011,0,0,0,686,224,5,948,9848,0,0,2017-10-10 04:28:24+00:00,0,0
Esos pinches Huevotes y Verga lechera solo podía ser de @USUARIO 👅¿Quién quiere?,9.01252E+17,2446860276,picturewolf,Wed Apr 16 09:13:55 +0000 2014,0,0,2,173,270,0,16,365,1,0,2017-08-26 01:14:38+00:00,1,0
Pinches inglecitos putos tirándose como sudamericanos para perder tiempo.  @USUARIO eres un crack. #FIFAU17WC 🇲🇽,9.18108E+17,42749065,DavidPerez_G,Tue May 26 23:03:54 +0000 2009,0,0,1,257,1135,5,3463,10614,0,0,2017-10-11 13:34:59+00:00,0,0
" @USUARIO @USUARIO @USUARIO Puede que sea muy buey, lo seguro es que es uno de los lameculos preferidos del sistema...",9.0774E+17,198402933,alfredodf63,Mon Oct 04 06:00:03 +0000 2010,0,0,0,133,159,2,28717,16989,1,0,2017-09-12 22:58:31+00:00,1,0
"Mi ligue de cine sigue enfermo y sin mandarme nudes, le voy a tirar el perro a su mejor amigo mejor, está más lindo y parece igual de cagado",9.04947E+17,1468465723,JesusTBreniz,Wed May 29 23:05:26 +0000 2013,0,0,0,264,308,2,29132,20042,0,0,2017-09-05 05:58:47+00:00,0,0
"“No hay pedo, la has cagado mas feo otras veces.”—Yo dandome animos.",1.22569E+18,1.07268E+18,arriagaantonio1,Wed Dec 12 02:31:22 +0000 2018,0,36,29,353,1069,0,1086,1166,1,0,2020-02-07 08:13:48+00:00,0,0
"Morirás de Risa Con ""Sobreviviré"" Versión en Mataulipas; De himno gay a promocional del alcalde ",9.05763E+17,7.86346E+17,amen_monos,Wed Oct 12 23:20:27 +0000 2016,0,0,0,213,457,1,210,599,1,0,2017-09-07 12:02:03+00:00,0,0
Jajajaja orgulloso 😂😂 hijos de 60 mil putas perdedores de tiempo😂😂😂😂,9.17932E+17,2595356940,GamalielGtr,Sun Jun 29 22:08:23 +0000 2014,0,1,2,28,582,1,1431,303,1,0,2017-10-11 01:58:51+00:00,1,0
Mi gastro dice que ya estoy súper curada y que me la pela todo lo que quiera tragar Puedo iniciar mi proceso de llegar a puerco cuanto antes,9.25139E+17,30003232,verobrujis,Thu Apr 09 15:20:52 +0000 2009,0,0,8,2299,1907,13,36093,31142,0,0,2017-10-30 23:16:17+00:00,0,0
"Siempre me deprimo porque estoy gorda y porque siempre rompo la dieta jajaja,  quisiera ir al gym pero soy pobre y amo comer todo el día 😂😂😂",9.0954E+17,213145568,selmarielovato,Mon Nov 08 02:47:48 +0000 2010,0,0,0,2404,2409,23,15946,41816,0,0,2017-09-17 22:10:58+00:00,0,0
"Un excelente líder y persona, madre luchona de 8 nenes, bello a más no poder, ¿qué más podemos pedir, EXO-L? 💛😍…",9.08207E+17,229062337,KarelyGpe,Tue Dec 21 12:13:22 +0000 2010,0,0,0,412,303,1,14297,29797,0,0,2017-09-14 05:51:47+00:00,0,0
Deliciosa para mamar su panochita y sacarle su miel,9.27216E+17,7.6087E+17,Daniel552788443,Wed Aug 03 16:07:31 +0000 2016,0,0,0,410,4990,2,27435,2658,1,0,2017-11-05 16:47:42+00:00,1,0
Fui a la universidad sólo a chiflar y reírme de los caidos.,9.03064E+17,567302170,MafferGP,Mon Apr 30 15:17:51 +0000 2012,0,0,0,313,287,1,3342,8648,0,0,2017-08-31 01:17:05+00:00,0,0
"Ojalá alguien me pagara para decir que esto es falso hijo de mil putas muerto de hambre, así como tu lucraste con el sismo",9.15212E+17,137372284,kinoninito,Mon Apr 26 15:24:28 +0000 2010,0,0,0,40,189,0,260,647,0,0,2017-10-03 13:48:10+00:00,1,0
Esos putos hondureños de mierda no merecen ni madres ojala y pierdan el repechaje y ojala y se valla a la mierda el estúpido de #Osorio,9.17932E+17,95379776,armandinho06,Tue Dec 08 08:21:49 +0000 2009,0,0,0,90,364,0,1199,1303,0,0,2017-10-11 01:57:36+00:00,0,0
@USUARIO Que coma reata.  Pero de camote envenada,9.03447E+17,9.02748E+17,BobGallo8,Wed Aug 30 04:19:40 +0000 2017,0,0,0,8,40,0,539,339,1,0,2017-09-01 02:39:23+00:00,1,0
Alv la neta si extraño sus putos mensajes pero alv no le voy a rogar,9.1752E+17,1651706850,Naraesanoo,Wed Aug 07 01:46:57 +0000 2013,0,0,0,98,226,0,4637,6406,1,0,2017-10-09 22:40:31+00:00,0,0
Todas estan feas menos la que me gusta.,8.7283E+17,138763833,ZavalijaYoSoy,Fri Apr 30 14:26:33 +0000 2010,0,1,3,352,474,3,15505,11408,0,0,2017-06-08 14:58:17+00:00,0,0
"Lourdes está loca, las tarjetas Bansefi son MasterCard",9.20661E+17,23896609,joelcortes,Thu Mar 12 04:19:46 +0000 2009,0,0,0,952,574,7,1346,1100,1,0,2017-10-18 14:39:17+00:00,1,0
"Ya valimos verga en la WWIII y sus represalias, wey",9.05313E+17,1970093960,BadLuckCharls,Sat Oct 19 02:18:48 +0000 2013,0,0,1,465,1115,48,74779,129604,0,0,2017-09-06 06:15:28+00:00,0,1
"@USUARIO Basura humana, espero que pronto lo agarren a estos HDP",9.23022E+17,7.78375E+17,No_Impunidad_MX,Tue Sep 20 23:28:33 +0000 2016,0,0,0,337,165,2,49776,7393,1,0,2017-10-25 03:02:36+00:00,0,0
"Xq las fodongas se atreven a ""barrer"" a las niñas bien de toda la vida?! #QueLesCortenLaCabeza por feas y fodongas",9.08086E+17,99835843,PaOCuevas,Mon Dec 28 02:18:53 +0000 2009,0,0,0,254,411,4,1314,22852,0,0,2017-09-13 21:52:13+00:00,0,0
@USUARIO @USUARIO No se puede ser más cínico que este tipo! Tantita madre.,9.04793E+17,307513712,Luis_Montero36,Sun May 29 19:36:42 +0000 2011,0,0,0,567,389,2,9718,41539,1,0,2017-09-04 19:46:32+00:00,1,0
"No, la neta no... soy bien marica para las inyecciones.",9.18304E+17,276350657,Cocco_95,Sun Apr 03 05:22:13 +0000 2011,0,0,0,355,196,1,14796,13324,0,0,2017-10-12 02:35:52+00:00,0,0
Lo que yo siento por vos San Lorenzo esos putos del verde no lo van a entender🎶🎶 DOMINGO APURAAA!!,9.15617E+17,2462546138,_LucasPino,Fri Apr 25 02:37:13 +0000 2014,0,0,4,481,357,0,1938,4614,0,0,2017-10-04 16:36:35+00:00,0,0
"Según yo, eso de llenar un tinaco de agua loca lo hacían en minas desde hace ya varios años. No sé porqué ahora les sorprenda tanto.",9.20323E+17,545537562,RiveraaAdrian,Wed Apr 04 21:27:03 +0000 2012,0,0,3,424,292,1,4589,3523,1,0,2017-10-17 16:17:06+00:00,0,0
Pues a mí si se me hace gorda cuando te veo,1.09692E+18,325887942,aztecainfo,Wed Jun 29 01:25:27 +0000 2011,0,0,0,75,552,0,546,899,1,0,2019-02-16 23:47:40+00:00,0,0
"Ayer HIM se mamó con su show, se mamó con el setlist y se mamó de quality 👌🏼.",9.2582E+17,194679593,antiaxeus,Fri Sep 24 18:45:19 +0000 2010,0,0,0,194,39,3,23,17832,0,0,2017-11-01 20:22:11+00:00,0,0
Cómo me cagan las chavas que están feas y son mala onda. Eso no está bien :(,9.10176E+17,3303446688,EG_wicho,Sat Aug 01 16:03:35 +0000 2015,0,1,10,12377,189,8,13957,14176,0,0,2017-09-19 16:17:40+00:00,0,0
"Estaba escuchando una canción de Justin , mi mamá me gritó que dejará esa música para putos",9.16686E+17,3476719096,ttai98,Sat Aug 29 04:29:36 +0000 2015,0,0,0,308,242,0,7786,9993,0,0,2017-10-07 15:26:02+00:00,0,0
"Cuando me quiero sentir fea, pobre y gorda reviso el instagram de Chiara Ferragni",9.09578E+17,15112875,shocobeat,Sat Jun 14 00:17:31 +0000 2008,0,0,1,808,780,24,4,33294,0,0,2017-09-18 00:39:55+00:00,0,0
Tengo todo lo que la pone loca tiri ri rinn tin tiin tin tintin,9.2042E+17,1890563653,montchoche,Sat Sep 21 15:32:18 +0000 2013,0,0,0,215,228,0,1193,3863,0,0,2017-10-17 22:42:09+00:00,0,0
Putos cólicos alv... a ver si publicándolo se me quitan.,9.15626E+17,228582126,denniselee_,Mon Dec 20 03:57:03 +0000 2010,0,0,2,288,212,25,7243,8979,0,0,2017-10-04 17:15:20+00:00,0,0
@USUARIO Mamá luchona activated mode 🤖,9.08091E+17,1268334248,Lord_Sopitas,Fri Mar 15 00:06:14 +0000 2013,0,0,0,166,658,1,51314,3545,0,0,2017-09-13 22:13:35+00:00,1,0
Qué sabemos que las gordas con dinero son bien putas y por coincidencia tienen el mismo nombre todas 😅,9.14673E+17,179398975,iPaatth,Tue Aug 17 05:24:53 +0000 2010,0,0,0,1223,1156,9,29435,67327,0,0,2017-10-02 02:08:43+00:00,1,0
 @USUARIO a mi me valen verga todos los politicos son UNOS CULEROS TODOS pero me cae d extraño q tu NO HABLES MAL del CULERO @USUARIO  será x💰?,9.0546E+17,109655501,gallinanegra,Fri Jan 29 20:23:20 +0000 2010,0,0,0,51,84,2,9,692,0,0,2017-09-06 15:59:04+00:00,1,0
"Que bueno que no tengo amigas. Luego matan a uno por joto, aguas amiko!! 🙊",9.20862E+17,84209502,villanuevac,Thu Oct 22 01:28:46 +0000 2009,0,0,1,13055,826,32,80625,77489,0,0,2017-10-19 03:58:57+00:00,1,0
When eres un mariquita y chillas por lo que te escribe el hermano de tu amigo :(,9.20858E+17,129009751,xlapelana_,Fri Apr 02 22:34:52 +0000 2010,0,0,0,5805,4891,14,3638,47364,0,0,2017-10-19 03:45:34+00:00,0,0
"Me estresan, tanto pinche viaje internacional y la verga, ¿Y no pueden pagar un Taxi, el transporte del aeropuerto o un Uber?  :v",9.05179E+17,160714673,jasp2709,Mon Jun 28 23:20:49 +0000 2010,0,0,0,124,94,0,1188,967,0,0,2017-09-05 21:20:48+00:00,0,0
de seguro me pegaron algo esas putas mi gorilita 😩😩😩,9.17396E+17,544073724,Tuitzilopochtli,Tue Apr 03 05:09:04 +0000 2012,0,0,0,30511,31797,127,178754,169098,0,0,2017-10-09 14:25:44+00:00,0,0
A ver si se digna de hacer goles el hijue 100000 putas!,9.17861E+17,218620112,cfmr85,Mon Nov 22 20:41:22 +0000 2010,0,0,0,99,824,1,214,32967,1,0,2017-10-10 21:16:10+00:00,1,0
Un video sin sonido y ni se mueve pero me esta volviendo loca,9.20322E+17,3025768312,smileskook,Sun Feb 08 23:05:08 +0000 2015,0,0,0,538,131,9,12523,9868,1,0,2017-10-17 16:12:23+00:00,0,1
"Se cae Yuriko a todos les vale madre, se cae Fernanda y todos los putos urgidos corren a ayudarle ¬¬"" #LaIslareality",9.17662E+17,143343893,kianwinchester,Thu May 13 06:24:46 +0000 2010,0,0,0,517,339,13,5765,27710,0,0,2017-10-10 08:03:56+00:00,0,0
La gente en Grindr tiene una obsesión muy cabrona con ser discreto y masculino.,9.39483E+17,248288183,HenryOrdoniez,Sun Feb 06 17:41:41 +0000 2011,0,0,1,3479,853,9,17837,39089,0,0,2017-12-09 13:12:07+00:00,0,0
#SeasMamon y yo queriendo juntar lana para poder ESTUDIAR una maestría... tantita madre o regalen parejo!,9.05323E+17,17990648,dgonzalope,Tue Dec 09 13:13:55 +0000 2008,0,0,0,272,673,3,1876,737,1,0,2017-09-06 06:53:10+00:00,0,1
ERES UN HIJO DE MIL PUTAS WILLIAMS ME CAGO EN TODA TU FAMILIA Y TUS MUERTOS,9.17161E+17,169633741,LeBronismo__,Thu Jul 22 20:20:21 +0000 2010,0,0,0,174,746,2,15439,17995,0,1,2017-10-08 22:53:36+00:00,0,0
Por mi los dos chinguen a su madre aquí y en persona par de putos,9.15631E+17,2521352155,UrielUm81,Sat May 24 20:59:00 +0000 2014,0,0,0,46,666,0,7165,4332,1,0,2017-10-04 17:34:27+00:00,1,0
"Y que yo diga que escuchar coldplay es de putos, no quiere decir que tengas que sufrir por ello.",9.25932E+17,157112272,kikesparza,Fri Jun 18 22:17:46 +0000 2010,0,0,0,283,240,0,594,6381,1,0,2017-11-02 03:46:32+00:00,0,0
Que rico se comparten esa verga RT si quieres algo así,9.49213E+17,3215235713,mtlquebecxxx,Tue Apr 28 02:15:07 +0000 2015,0,7,25,18124,174,86,12,133575,1,0,2018-01-05 09:36:15+00:00,0,0
Cada día silencio a alguien nuevo. Putas historias.,9.15097E+17,128624353,jac_antonio,Thu Apr 01 17:53:45 +0000 2010,0,0,0,796,1115,0,7351,4222,0,0,2017-10-03 06:10:15+00:00,0,0
"No vayas por el mundo presumiendo tus muchos amores, eso es de muy putas.",9.16706E+17,61911759,paola_canor,Sat Aug 01 00:11:28 +0000 2009,0,0,0,363,304,12,5768,13313,0,0,2017-10-07 16:45:50+00:00,0,0
#PROTOCOL_TERMINAL Me estoy volviendo loca!!! jajaja,9.19597E+17,8.207E+17,shownu_shocute,Sun Jan 15 18:30:37 +0000 2017,0,0,0,232,1187,1,69981,88349,0,0,2017-10-15 16:12:20+00:00,0,0
Estoy hasta la madre amiguitos.,1.22095E+18,159732665,ElBlue_Ranger,Sat Jun 26 05:28:56 +0000 2010,0,0,2,694,1327,12,18576,28812,0,0,2020-01-25 06:16:36+00:00,0,0
"La cara sería de Ri ""HDP"" .... jajaja ve la cámara y sonríe ",9.09994E+17,241726633,Raqee_osso,Sun Jan 23 00:31:59 +0000 2011,0,0,0,1209,1106,5,1549,48515,0,0,2017-09-19 04:15:50+00:00,0,1
"@USUARIO En ese puto estadio debe haber enterrado por ahí un jersey o de los Cowboys, Giants, Rams o Packers.",9.27553E+17,53541479,Rogelio_Pineda9,Sat Jul 04 00:11:36 +0000 2009,0,0,0,59,317,25,45,1059,0,0,2017-11-06 15:07:23+00:00,1,0
Algo no cuadra cuando el wey que te quiere romper la madre también te quiere vender droga🤔,9.05292E+17,423888289,AdrianGasca1,Tue Nov 29 02:08:24 +0000 2011,0,0,0,1463,1435,4,1515,8463,0,0,2017-09-06 04:51:56+00:00,0,0
Charles Bukowski,1.23934E+18,1.18086E+18,malhuman,Sun Oct 06 14:44:11 +0000 2019,0,0,4,159,212,0,510,582,1,0,2020-03-15 23:42:18+00:00,0,0
"@USUARIO y donde está, ya deberian estarle haciendo lo mismo al desgraciado hdp",9.20525E+17,8.15306E+17,pablo16285315,Sat Dec 31 21:18:03 +0000 2016,0,0,0,241,1735,1,4244,18391,1,0,2017-10-18 05:40:50+00:00,1,0
Nos urge que Levante el muro no se quieran meter a México los putos Gringos.,9.15766E+17,1389593162,victorlopezrosa,Mon Apr 29 14:14:52 +0000 2013,0,0,0,1897,1942,5,33505,84587,1,0,2017-10-05 02:28:31+00:00,1,0
Y todo por tener algo que ver con esa golfa!,9.09111E+17,1137381211,lau_franko,Thu Jan 31 16:50:22 +0000 2013,0,0,0,90,85,1,2497,249581,1,0,2017-09-16 17:45:14+00:00,0,0
Quiero hacerme un tatuaje simbolico con alguien pero mis amigos son bien putos ptm,9.17124E+17,2697276086,isaacescuderoo,Fri Aug 01 04:09:03 +0000 2014,0,0,2,754,328,3,11225,22965,0,0,2017-10-08 20:26:36+00:00,0,0
Estás putas perras ganas de irme a tomar con el vecino que esta poniendo esos ROLONES.,9.15055E+17,464316715,omhernandezca,Sun Jan 15 03:12:55 +0000 2012,0,0,0,332,142,1,14853,12496,0,0,2017-10-03 03:26:16+00:00,0,0
Dicen que estoy loca porqué no uso chamarra con este frío. Lo qué ustedes no saben es que mi cuerpo siempre anda caliente xD,9.20141E+17,96393894,GoldJinx,Sat Dec 12 18:35:53 +0000 2009,0,0,0,681,674,21,1611,41605,0,0,2017-10-17 04:16:22+00:00,0,0
"Camino por mi ciudad y escucho The cure, ¿hay algo más puto nostálgico?",9.27321E+17,624873245,alfonsoymb,Mon Jul 02 18:08:08 +0000 2012,0,0,4,165,107,0,7973,1166,0,0,2017-11-05 23:45:06+00:00,0,0
@USUARIO Yo no puedo creer que haga participaciones tontas por pensar en que shawn casi ya llega.,9.09966E+17,351932741,andysruin,Tue Aug 09 22:43:39 +0000 2011,0,0,0,678,89,6,9356,23052,0,0,2017-09-19 02:22:29+00:00,1,0
Pinche Vato Putito Culero Mamón Escuincle Tarado Pendejo Chamaco Cholo Malandro Pelado Meco Méndigo Sonso ya ni la chingas sal de mi cabeza.,9.18093E+17,7.51609E+17,KarlhysOcra,Sat Jul 09 02:48:39 +0000 2016,0,0,1,18,3,2,639,538,1,0,2017-10-11 12:37:22+00:00,0,0
Cuéntale que ya tu boca pide mis besos que la vuelven loca 🎶,9.76094E+17,118432802,pranksterbrown,Sun Feb 28 17:39:07 +0000 2010,0,0,0,274,245,0,16014,12737,0,0,2018-03-20 13:50:37+00:00,0,0
Que putas vergas hace ahí Alanís si era bien PENDEJO,9.14903E+17,252416328,sadikoantonio,Tue Feb 15 04:19:33 +0000 2011,0,0,0,191,2462,1,23202,7147,1,0,2017-10-02 17:20:49+00:00,1,0
"No confío en las mujeres prietas que se creen modelos de Victoria Secret, relajadas, primero bajen la lonja.",9.07681E+17,798397597,TomJorc,Sun Sep 02 14:41:22 +0000 2012,0,0,0,304,79,2,29745,4649,0,0,2017-09-12 19:04:33+00:00,0,0
Está algo loca; y sonríe como si supiera reparar los corazones rotos.,9.53631E+17,1105561952,malinantli,Sun Jan 20 06:46:41 +0000 2013,0,0,0,145,893,1,4721,2479,0,0,2018-01-17 14:13:22+00:00,0,0
Cualquier persona que me siga el rollo hasta en mis tonteras más tontas tiene mi corazón ganado💓,9.07058E+17,7.16908E+17,aylinesteck,Mon Apr 04 08:40:46 +0000 2016,0,2,0,159,196,0,119,4397,1,0,2017-09-11 01:47:49+00:00,0,0
prestamela para montarla tambien mientras te mama la verga,9.05416E+17,3142043053,single_9_1_1,Mon Apr 06 14:14:17 +0000 2015,0,0,1,560,4196,1,23908,7278,1,0,2017-09-06 13:04:24+00:00,1,0
Ya hasta miedo dar hacer un comentario y que una muchacha te diga cosas feas. Me dan miedo :(,9.09519E+17,125896442,aleteknicolor,Wed Mar 24 05:47:46 +0000 2010,0,0,1,2181,821,42,76170,115779,0,0,2017-09-17 20:45:36+00:00,0,0
Creo que tengo menos de $150 para terminar la 15na... Y falta. 10 días para que esa madre llegue!!,9.05311E+17,269063381,TavoMoraLozz,Sun Mar 20 01:27:50 +0000 2011,0,0,0,194,261,19,6385,4215,0,0,2017-09-06 06:05:57+00:00,0,0
